"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Connecticut"	"09"	"2005"	"2005"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	3506956	Suppressed	Suppressed
	"Connecticut"	"09"	"2005"	"2005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	19	3506956	Unreliable	Unreliable
	"Connecticut"	"09"	"2005"	"2005"	"All other drug-induced causes"	"D9"	57	3506956	1.63	1.51
	"Connecticut"	"09"	"2005"	"2005"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	3506956	Suppressed	Suppressed
	"Connecticut"	"09"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	182	3506956	5.19	4.67
	"Connecticut"	"09"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	347	3517460	9.87	9.89
	"Connecticut"	"09"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	45	3517460	1.28	1.21
	"Connecticut"	"09"	"2006"	"2006"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	3517460	Suppressed	Suppressed
	"Connecticut"	"09"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	15	3517460	Unreliable	Unreliable
	"Connecticut"	"09"	"2006"	"2006"	"All other drug-induced causes"	"D9"	51	3517460	1.45	1.36
	"Connecticut"	"09"	"2006"	"2006"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	3517460	Suppressed	Suppressed
	"Connecticut"	"09"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	183	3517460	5.20	4.61
	"Connecticut"	"09"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	357	3527270	10.12	10.22
	"Connecticut"	"09"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	44	3527270	1.25	1.17
	"Connecticut"	"09"	"2007"	"2007"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	3527270	Suppressed	Suppressed
	"Connecticut"	"09"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	32	3527270	0.91	0.83
	"Connecticut"	"09"	"2007"	"2007"	"All other drug-induced causes"	"D9"	11	3527270	Unreliable	Unreliable
	"Connecticut"	"09"	"2007"	"2007"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	22	3527270	0.62	0.60
	"Connecticut"	"09"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	192	3527270	5.44	4.86
	"Connecticut"	"09"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	336	3545579	9.48	9.42
	"Connecticut"	"09"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	35	3545579	0.99	0.92
	"Connecticut"	"09"	"2008"	"2008"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	3545579	Suppressed	Suppressed
	"Connecticut"	"09"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	15	3545579	Unreliable	Unreliable
	"Connecticut"	"09"	"2008"	"2008"	"All other drug-induced causes"	"D9"	11	3545579	Unreliable	Unreliable
	"Connecticut"	"09"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	22	3545579	0.62	0.65
	"Connecticut"	"09"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	207	3545579	5.84	5.14
	"Connecticut"	"09"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	320	3561807	8.98	9.04
	"Connecticut"	"09"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	51	3561807	1.43	1.34
	"Connecticut"	"09"	"2009"	"2009"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	3561807	Suppressed	Suppressed
	"Connecticut"	"09"	"2009"	"2009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	22	3561807	0.62	0.59
	"Connecticut"	"09"	"2009"	"2009"	"All other drug-induced causes"	"D9"	Suppressed	3561807	Suppressed	Suppressed
	"Connecticut"	"09"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	17	3561807	Unreliable	Unreliable
	"Connecticut"	"09"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	205	3561807	5.76	5.04
	"Connecticut"	"09"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	298	3574097	8.34	8.41
	"Connecticut"	"09"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	45	3574097	1.26	1.11
	"Connecticut"	"09"	"2010"	"2010"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	3574097	Suppressed	Suppressed
	"Connecticut"	"09"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	20	3574097	0.56	0.53
	"Connecticut"	"09"	"2010"	"2010"	"All other drug-induced causes"	"D9"	Suppressed	3574097	Suppressed	Suppressed
	"Connecticut"	"09"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	22	3574097	0.62	0.60
	"Connecticut"	"09"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	170	3574097	4.76	4.17
	"Connecticut"	"09"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	340	3580709	9.50	9.58
	"Connecticut"	"09"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	51	3580709	1.42	1.37
	"Connecticut"	"09"	"2011"	"2011"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	3580709	Suppressed	Suppressed
	"Connecticut"	"09"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	11	3580709	Unreliable	Unreliable
	"Connecticut"	"09"	"2011"	"2011"	"All other drug-induced causes"	"D9"	14	3580709	Unreliable	Unreliable
	"Connecticut"	"09"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	18	3580709	Unreliable	Unreliable
	"Connecticut"	"09"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	170	3580709	4.75	4.01
	"Connecticut"	"09"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	375	3590347	10.44	10.38
	"Connecticut"	"09"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	50	3590347	1.39	1.31
	"Connecticut"	"09"	"2012"	"2012"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	3590347	Suppressed	Suppressed
	"Connecticut"	"09"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	13	3590347	Unreliable	Unreliable
	"Connecticut"	"09"	"2012"	"2012"	"All other drug-induced causes"	"D9"	12	3590347	Unreliable	Unreliable
	"Connecticut"	"09"	"2012"	"2012"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	21	3590347	0.58	0.58
	"Connecticut"	"09"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	166	3590347	4.62	3.94
	"Connecticut"	"09"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	507	3596080	14.10	14.08
	"Connecticut"	"09"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	58	3596080	1.61	1.45
	"Connecticut"	"09"	"2013"	"2013"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	3596080	Suppressed	Suppressed
	"Connecticut"	"09"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	17	3596080	Unreliable	Unreliable
	"Connecticut"	"09"	"2013"	"2013"	"All other drug-induced causes"	"D9"	18	3596080	Unreliable	Unreliable
	"Connecticut"	"09"	"2013"	"2013"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	36	3596080	1.00	0.98
	"Connecticut"	"09"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	245	3596080	6.81	5.82
	"Connecticut"	"09"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	554	3596677	15.40	15.91
	"Connecticut"	"09"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	61	3596677	1.70	1.50
	"Connecticut"	"09"	"2014"	"2014"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	3596677	Suppressed	Suppressed
	"Connecticut"	"09"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	3596677	Suppressed	Suppressed
	"Connecticut"	"09"	"2014"	"2014"	"All other drug-induced causes"	"D9"	16	3596677	Unreliable	Unreliable
	"Connecticut"	"09"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	36	3596677	1.00	0.95
	"Connecticut"	"09"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	267	3596677	7.42	6.30
	"Connecticut"	"09"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	720	3590886	20.05	20.07
	"Connecticut"	"09"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	66	3590886	1.84	1.56
	"Connecticut"	"09"	"2015"	"2015"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	3590886	Suppressed	Suppressed
	"Connecticut"	"09"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	11	3590886	Unreliable	Unreliable
	"Connecticut"	"09"	"2015"	"2015"	"All other drug-induced causes"	"D9"	27	3590886	0.75	0.69
	"Connecticut"	"09"	"2015"	"2015"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	47	3590886	1.31	1.22
	"Connecticut"	"09"	"2015"	"2015"	"All other alcohol-induced causes"	"A9"	294	3590886	8.19	6.81
	"Connecticut"	"09"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	881	3576452	24.63	25.14
	"Connecticut"	"09"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	78	3576452	2.18	1.89
	"Connecticut"	"09"	"2016"	"2016"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	3576452	Suppressed	Suppressed
	"Connecticut"	"09"	"2016"	"2016"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	10	3576452	Unreliable	Unreliable
	"Connecticut"	"09"	"2016"	"2016"	"All other drug-induced causes"	"D9"	26	3576452	0.73	0.69
	"Connecticut"	"09"	"2016"	"2016"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	44	3576452	1.23	1.21
	"Connecticut"	"09"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	292	3576452	8.16	6.66
	"Connecticut"	"09"	"2017"	"2017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1007	3588184	28.06	29.14
	"Connecticut"	"09"	"2017"	"2017"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	61	3588184	1.70	1.64
	"Connecticut"	"09"	"2017"	"2017"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	3588184	Suppressed	Suppressed
	"Connecticut"	"09"	"2017"	"2017"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	3588184	Suppressed	Suppressed
	"Connecticut"	"09"	"2017"	"2017"	"All other drug-induced causes"	"D9"	31	3588184	0.86	0.84
	"Connecticut"	"09"	"2017"	"2017"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	38	3588184	1.06	0.91
	"Connecticut"	"09"	"2017"	"2017"	"All other alcohol-induced causes"	"A9"	316	3588184	8.81	7.28
	"Delaware"	"10"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	42	774990	5.42	5.42
	"Delaware"	"10"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	Suppressed	774990	Suppressed	Suppressed
	"Delaware"	"10"	"1999"	"1999"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	774990	Suppressed	Suppressed
	"Delaware"	"10"	"1999"	"1999"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	774990	Suppressed	Suppressed
	"Delaware"	"10"	"1999"	"1999"	"All other drug-induced causes"	"D9"	Suppressed	774990	Suppressed	Suppressed
	"Delaware"	"10"	"1999"	"1999"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	774990	Suppressed	Suppressed
	"Delaware"	"10"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	61	774990	7.87	7.79
	"Delaware"	"10"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	39	783600	4.98	4.97
	"Delaware"	"10"	"2000"	"2000"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	Suppressed	783600	Suppressed	Suppressed
	"Delaware"	"10"	"2000"	"2000"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	783600	Suppressed	Suppressed
	"Delaware"	"10"	"2000"	"2000"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	783600	Suppressed	Suppressed
	"Delaware"	"10"	"2000"	"2000"	"All other drug-induced causes"	"D9"	Suppressed	783600	Suppressed	Suppressed
	"Delaware"	"10"	"2000"	"2000"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	783600	Suppressed	Suppressed
	"Delaware"	"10"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	51	783600	6.51	6.37
	"Delaware"	"10"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	39	795699	4.90	4.93
	"Delaware"	"10"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	16	795699	Unreliable	Unreliable
	"Delaware"	"10"	"2001"	"2001"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	795699	Suppressed	Suppressed
	"Delaware"	"10"	"2001"	"2001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	795699	Suppressed	Suppressed
	"Delaware"	"10"	"2001"	"2001"	"All other drug-induced causes"	"D9"	Suppressed	795699	Suppressed	Suppressed
	"Delaware"	"10"	"2001"	"2001"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	795699	Suppressed	Suppressed
	"Delaware"	"10"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	68	795699	8.55	8.34
	"Delaware"	"10"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	65	806169	8.06	8.09
	"Delaware"	"10"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	Suppressed	806169	Suppressed	Suppressed
	"Delaware"	"10"	"2002"	"2002"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	806169	Suppressed	Suppressed
	"Delaware"	"10"	"2002"	"2002"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	10	806169	Unreliable	Unreliable
	"Delaware"	"10"	"2002"	"2002"	"All other drug-induced causes"	"D9"	Suppressed	806169	Suppressed	Suppressed
	"Delaware"	"10"	"2002"	"2002"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	806169	Suppressed	Suppressed
	"Delaware"	"10"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	76	806169	9.43	9.05
	"Delaware"	"10"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	59	818003	7.21	7.26
	"Delaware"	"10"	"2003"	"2003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	16	818003	Unreliable	Unreliable
	"Delaware"	"10"	"2003"	"2003"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	818003	Suppressed	Suppressed
	"Delaware"	"10"	"2003"	"2003"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	818003	Suppressed	Suppressed
	"Delaware"	"10"	"2003"	"2003"	"All other drug-induced causes"	"D9"	11	818003	Unreliable	Unreliable
	"Delaware"	"10"	"2003"	"2003"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	818003	Suppressed	Suppressed
	"Delaware"	"10"	"2003"	"2003"	"All other alcohol-induced causes"	"A9"	65	818003	7.95	7.53
	"Delaware"	"10"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	42	830803	5.06	5.08
	"Delaware"	"10"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	14	830803	Unreliable	Unreliable
	"Delaware"	"10"	"2004"	"2004"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	830803	Suppressed	Suppressed
	"Delaware"	"10"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	830803	Suppressed	Suppressed
	"Delaware"	"10"	"2004"	"2004"	"All other drug-induced causes"	"D9"	29	830803	3.49	3.39
	"Delaware"	"10"	"2004"	"2004"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	830803	Suppressed	Suppressed
	"Delaware"	"10"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	53	830803	6.38	5.71
	"Delaware"	"10"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	49	845150	5.80	6.00
	"Delaware"	"10"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	10	845150	Unreliable	Unreliable
	"Delaware"	"10"	"2005"	"2005"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	845150	Suppressed	Suppressed
	"Delaware"	"10"	"2005"	"2005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	845150	Suppressed	Suppressed
	"Delaware"	"10"	"2005"	"2005"	"All other drug-induced causes"	"D9"	Suppressed	845150	Suppressed	Suppressed
	"Delaware"	"10"	"2005"	"2005"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	845150	Suppressed	Suppressed
	"Delaware"	"10"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	58	845150	6.86	6.19
	"Delaware"	"10"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	60	859268	6.98	7.13
	"Delaware"	"10"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	Suppressed	859268	Suppressed	Suppressed
	"Delaware"	"10"	"2006"	"2006"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	859268	Suppressed	Suppressed
	"Delaware"	"10"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	12	859268	Unreliable	Unreliable
	"Delaware"	"10"	"2006"	"2006"	"All other drug-induced causes"	"D9"	Suppressed	859268	Suppressed	Suppressed
	"Delaware"	"10"	"2006"	"2006"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	859268	Suppressed	Suppressed
	"Delaware"	"10"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	58	859268	6.75	6.16
	"Delaware"	"10"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	69	871749	7.92	8.14
	"Delaware"	"10"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	14	871749	Unreliable	Unreliable
	"Delaware"	"10"	"2007"	"2007"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	871749	Suppressed	Suppressed
	"Delaware"	"10"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	13	871749	Unreliable	Unreliable
	"Delaware"	"10"	"2007"	"2007"	"All other drug-induced causes"	"D9"	Suppressed	871749	Suppressed	Suppressed
	"Delaware"	"10"	"2007"	"2007"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	871749	Suppressed	Suppressed
	"Delaware"	"10"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	52	871749	5.97	5.42
	"Delaware"	"10"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	97	883874	10.97	11.31
	"Delaware"	"10"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	15	883874	Unreliable	Unreliable
	"Delaware"	"10"	"2008"	"2008"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	883874	Suppressed	Suppressed
	"Delaware"	"10"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	12	883874	Unreliable	Unreliable
	"Delaware"	"10"	"2008"	"2008"	"All other drug-induced causes"	"D9"	Suppressed	883874	Suppressed	Suppressed
	"Delaware"	"10"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	883874	Suppressed	Suppressed
	"Delaware"	"10"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	66	883874	7.47	6.58
	"Delaware"	"10"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	102	891730	11.44	11.76
	"Delaware"	"10"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	23	891730	2.58	2.30
	"Delaware"	"10"	"2009"	"2009"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	891730	Suppressed	Suppressed
	"Delaware"	"10"	"2009"	"2009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	11	891730	Unreliable	Unreliable
	"Delaware"	"10"	"2009"	"2009"	"All other drug-induced causes"	"D9"	Suppressed	891730	Suppressed	Suppressed
	"Delaware"	"10"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	891730	Suppressed	Suppressed
	"Delaware"	"10"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	66	891730	7.40	6.49
	"Delaware"	"10"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	117	897934	13.03	13.52
	"Delaware"	"10"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	17	897934	Unreliable	Unreliable
	"Delaware"	"10"	"2010"	"2010"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	897934	Suppressed	Suppressed
	"Delaware"	"10"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	11	897934	Unreliable	Unreliable
	"Delaware"	"10"	"2010"	"2010"	"All other drug-induced causes"	"D9"	Suppressed	897934	Suppressed	Suppressed
	"Delaware"	"10"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	897934	Suppressed	Suppressed
	"Delaware"	"10"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	68	897934	7.57	6.66
	"Delaware"	"10"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	119	907135	13.12	13.37
	"Delaware"	"10"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	23	907135	2.54	2.43
	"Delaware"	"10"	"2011"	"2011"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	907135	Suppressed	Suppressed
	"Delaware"	"10"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	18	907135	Unreliable	Unreliable
	"Delaware"	"10"	"2011"	"2011"	"All other drug-induced causes"	"D9"	Suppressed	907135	Suppressed	Suppressed
	"Delaware"	"10"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	907135	Suppressed	Suppressed
	"Delaware"	"10"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	55	907135	6.06	5.12
	"Delaware"	"10"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	111	917092	12.10	11.94
	"Delaware"	"10"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	21	917092	2.29	2.27
	"Delaware"	"10"	"2012"	"2012"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	917092	Suppressed	Suppressed
	"Delaware"	"10"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	917092	Suppressed	Suppressed
	"Delaware"	"10"	"2012"	"2012"	"All other drug-induced causes"	"D9"	Suppressed	917092	Suppressed	Suppressed
	"Delaware"	"10"	"2012"	"2012"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	917092	Suppressed	Suppressed
	"Delaware"	"10"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	54	917092	5.89	5.18
	"Delaware"	"10"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	131	925749	14.15	15.06
	"Delaware"	"10"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	20	925749	2.16	1.96
	"Delaware"	"10"	"2013"	"2013"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	925749	Suppressed	Suppressed
	"Delaware"	"10"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	15	925749	Unreliable	Unreliable
	"Delaware"	"10"	"2013"	"2013"	"All other drug-induced causes"	"D9"	Suppressed	925749	Suppressed	Suppressed
	"Delaware"	"10"	"2013"	"2013"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	16	925749	Unreliable	Unreliable
	"Delaware"	"10"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	47	925749	5.08	4.38
	"Delaware"	"10"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	152	935614	16.25	17.04
	"Delaware"	"10"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	25	935614	2.67	2.72
	"Delaware"	"10"	"2014"	"2014"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	935614	Suppressed	Suppressed
	"Delaware"	"10"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	12	935614	Unreliable	Unreliable
	"Delaware"	"10"	"2014"	"2014"	"All other drug-induced causes"	"D9"	15	935614	Unreliable	Unreliable
	"Delaware"	"10"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	935614	Suppressed	Suppressed
	"Delaware"	"10"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	75	935614	8.02	6.65
	"Delaware"	"10"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	169	945934	17.87	18.70
	"Delaware"	"10"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	12	945934	Unreliable	Unreliable
	"Delaware"	"10"	"2015"	"2015"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	945934	Suppressed	Suppressed
	"Delaware"	"10"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	16	945934	Unreliable	Unreliable
	"Delaware"	"10"	"2015"	"2015"	"All other drug-induced causes"	"D9"	10	945934	Unreliable	Unreliable
