"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Injury Intent"	"Injury Intent Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	% of Total Deaths
	"Illinois"	"17"	"2012"	"2012"	"Homicide"	"3"	832	12875255	6.46	6.53	0.02%
	"Illinois"	"17"	"2012"	"2012"	"Undetermined "	"4"	141	12875255	1.10	1.09	0.00%
	"Illinois"	"17"	"2013"	"2013"	"Unintentional"	"1"	4511	12882135	35.02	33.60	0.13%
	"Illinois"	"17"	"2013"	"2013"	"Suicide"	"2"	1321	12882135	10.25	9.94	0.04%
	"Illinois"	"17"	"2013"	"2013"	"Homicide"	"3"	792	12882135	6.15	6.23	0.02%
	"Illinois"	"17"	"2013"	"2013"	"Undetermined "	"4"	146	12882135	1.13	1.11	0.00%
	"Illinois"	"17"	"2014"	"2014"	"Unintentional"	"1"	4644	12880580	36.05	34.38	0.13%
	"Illinois"	"17"	"2014"	"2014"	"Suicide"	"2"	1398	12880580	10.85	10.46	0.04%
	"Illinois"	"17"	"2014"	"2014"	"Homicide"	"3"	792	12880580	6.15	6.25	0.02%
	"Illinois"	"17"	"2014"	"2014"	"Undetermined "	"4"	138	12880580	1.07	1.06	0.00%
	"Illinois"	"17"	"2015"	"2015"	"Unintentional"	"1"	4850	12859995	37.71	35.76	0.14%
	"Illinois"	"17"	"2015"	"2015"	"Suicide"	"2"	1363	12859995	10.60	10.29	0.04%
	"Illinois"	"17"	"2015"	"2015"	"Homicide"	"3"	863	12859995	6.71	6.87	0.02%
	"Illinois"	"17"	"2015"	"2015"	"Undetermined "	"4"	157	12859995	1.22	1.20	0.00%
	"Illinois"	"17"	"2016"	"2016"	"Unintentional"	"1"	5508	12801539	43.03	41.03	0.16%
	"Illinois"	"17"	"2016"	"2016"	"Suicide"	"2"	1415	12801539	11.05	10.75	0.04%
	"Illinois"	"17"	"2016"	"2016"	"Homicide"	"3"	1157	12801539	9.04	9.24	0.03%
	"Illinois"	"17"	"2016"	"2016"	"Undetermined "	"4"	164	12801539	1.28	1.27	0.00%
	"Illinois"	"17"	"2017"	"2017"	"Unintentional"	"1"	6019	12802023	47.02	44.41	0.17%
	"Illinois"	"17"	"2017"	"2017"	"Suicide"	"2"	1474	12802023	11.51	11.21	0.04%
	"Illinois"	"17"	"2017"	"2017"	"Homicide"	"3"	1120	12802023	8.75	9.04	0.03%
	"Illinois"	"17"	"2017"	"2017"	"Undetermined "	"4"	141	12802023	1.10	1.09	0.00%
	"Indiana"	"18"	"1999"	"1999"	"Unintentional"	"1"	2309	6044969	38.20	38.43	0.07%
	"Indiana"	"18"	"1999"	"1999"	"Suicide"	"2"	628	6044969	10.39	10.41	0.02%
	"Indiana"	"18"	"1999"	"1999"	"Homicide"	"3"	386	6044969	6.39	6.28	0.01%
	"Indiana"	"18"	"1999"	"1999"	"Undetermined "	"4"	78	6044969	1.29	1.31	0.00%
	"Indiana"	"18"	"2000"	"2000"	"Unintentional"	"1"	2139	6080485	35.18	35.37	0.06%
	"Indiana"	"18"	"2000"	"2000"	"Suicide"	"2"	683	6080485	11.23	11.27	0.02%
	"Indiana"	"18"	"2000"	"2000"	"Homicide"	"3"	367	6080485	6.04	5.96	0.01%
	"Indiana"	"18"	"2000"	"2000"	"Undetermined "	"4"	86	6080485	1.41	1.42	0.00%
	"Indiana"	"18"	"2001"	"2001"	"Unintentional"	"1"	2185	6127760	35.66	35.79	0.06%
	"Indiana"	"18"	"2001"	"2001"	"Suicide"	"2"	715	6127760	11.67	11.69	0.02%
	"Indiana"	"18"	"2001"	"2001"	"Homicide"	"3"	437	6127760	7.13	7.06	0.01%
	"Indiana"	"18"	"2001"	"2001"	"Undetermined "	"4"	112	6127760	1.83	1.84	0.00%
	"Indiana"	"18"	"2002"	"2002"	"Unintentional"	"1"	2148	6155967	34.89	34.89	0.06%
	"Indiana"	"18"	"2002"	"2002"	"Suicide"	"2"	743	6155967	12.07	12.11	0.02%
	"Indiana"	"18"	"2002"	"2002"	"Homicide"	"3"	385	6155967	6.25	6.22	0.01%
	"Indiana"	"18"	"2002"	"2002"	"Undetermined "	"4"	119	6155967	1.93	1.95	0.00%
	"Indiana"	"18"	"2003"	"2003"	"Unintentional"	"1"	2196	6196638	35.44	35.39	0.06%
	"Indiana"	"18"	"2003"	"2003"	"Suicide"	"2"	736	6196638	11.88	11.89	0.02%
	"Indiana"	"18"	"2003"	"2003"	"Homicide"	"3"	347	6196638	5.60	5.62	0.01%
	"Indiana"	"18"	"2003"	"2003"	"Undetermined "	"4"	155	6196638	2.50	2.53	0.00%
	"Indiana"	"18"	"2004"	"2004"	"Unintentional"	"1"	2395	6233007	38.42	38.35	0.07%
	"Indiana"	"18"	"2004"	"2004"	"Suicide"	"2"	704	6233007	11.29	11.34	0.02%
	"Indiana"	"18"	"2004"	"2004"	"Homicide"	"3"	332	6233007	5.33	5.32	0.01%
	"Indiana"	"18"	"2004"	"2004"	"Undetermined "	"4"	228	6233007	3.66	3.67	0.01%
	"Indiana"	"18"	"2005"	"2005"	"Unintentional"	"1"	2480	6278616	39.50	39.26	0.07%
	"Indiana"	"18"	"2005"	"2005"	"Suicide"	"2"	745	6278616	11.87	11.85	0.02%
	"Indiana"	"18"	"2005"	"2005"	"Homicide"	"3"	368	6278616	5.86	5.85	0.01%
	"Indiana"	"18"	"2005"	"2005"	"Undetermined "	"4"	194	6278616	3.09	3.15	0.01%
	"Indiana"	"18"	"2006"	"2006"	"Unintentional"	"1"	2480	6332669	39.16	38.92	0.07%
	"Indiana"	"18"	"2006"	"2006"	"Suicide"	"2"	824	6332669	13.01	13.00	0.02%
	"Indiana"	"18"	"2006"	"2006"	"Homicide"	"3"	375	6332669	5.92	5.95	0.01%
	"Indiana"	"18"	"2006"	"2006"	"Undetermined "	"4"	221	6332669	3.49	3.53	0.01%
	"Indiana"	"18"	"2007"	"2007"	"Unintentional"	"1"	2499	6379599	39.17	38.84	0.07%
	"Indiana"	"18"	"2007"	"2007"	"Suicide"	"2"	790	6379599	12.38	12.34	0.02%
	"Indiana"	"18"	"2007"	"2007"	"Homicide"	"3"	374	6379599	5.86	5.89	0.01%
	"Indiana"	"18"	"2007"	"2007"	"Undetermined "	"4"	204	6379599	3.20	3.22	0.01%
	"Indiana"	"18"	"2008"	"2008"	"Unintentional"	"1"	2558	6424806	39.81	39.45	0.07%
	"Indiana"	"18"	"2008"	"2008"	"Suicide"	"2"	809	6424806	12.59	12.58	0.02%
	"Indiana"	"18"	"2008"	"2008"	"Homicide"	"3"	323	6424806	5.03	5.18	0.01%
	"Indiana"	"18"	"2008"	"2008"	"Undetermined "	"4"	260	6424806	4.05	4.09	0.01%
	"Indiana"	"18"	"2009"	"2009"	"Unintentional"	"1"	2577	6459325	39.90	39.33	0.07%
	"Indiana"	"18"	"2009"	"2009"	"Suicide"	"2"	828	6459325	12.82	12.78	0.02%
	"Indiana"	"18"	"2009"	"2009"	"Homicide"	"3"	341	6459325	5.28	5.42	0.01%
	"Indiana"	"18"	"2009"	"2009"	"Undetermined "	"4"	135	6459325	2.09	2.10	0.00%
	"Indiana"	"18"	"2010"	"2010"	"Unintentional"	"1"	2534	6483802	39.08	38.48	0.07%
	"Indiana"	"18"	"2010"	"2010"	"Suicide"	"2"	864	6483802	13.33	13.08	0.02%
	"Indiana"	"18"	"2010"	"2010"	"Homicide"	"3"	315	6483802	4.86	4.94	0.01%
	"Indiana"	"18"	"2010"	"2010"	"Undetermined "	"4"	158	6483802	2.44	2.50	0.00%
	"Indiana"	"18"	"2011"	"2011"	"Unintentional"	"1"	2699	6516922	41.42	40.59	0.08%
	"Indiana"	"18"	"2011"	"2011"	"Suicide"	"2"	881	6516922	13.52	13.51	0.03%
	"Indiana"	"18"	"2011"	"2011"	"Homicide"	"3"	314	6516922	4.82	4.90	0.01%
	"Indiana"	"18"	"2011"	"2011"	"Undetermined "	"4"	152	6516922	2.33	2.36	0.00%
	"Indiana"	"18"	"2012"	"2012"	"Unintentional"	"1"	2776	6537334	42.46	41.42	0.08%
	"Indiana"	"18"	"2012"	"2012"	"Suicide"	"2"	940	6537334	14.38	14.27	0.03%
	"Indiana"	"18"	"2012"	"2012"	"Homicide"	"3"	345	6537334	5.28	5.50	0.01%
	"Indiana"	"18"	"2012"	"2012"	"Undetermined "	"4"	143	6537334	2.19	2.24	0.00%
	"Indiana"	"18"	"2013"	"2013"	"Unintentional"	"1"	2898	6570902	44.10	43.07	0.08%
	"Indiana"	"18"	"2013"	"2013"	"Suicide"	"2"	944	6570902	14.37	14.25	0.03%
	"Indiana"	"18"	"2013"	"2013"	"Homicide"	"3"	400	6570902	6.09	6.22	0.01%
	"Indiana"	"18"	"2013"	"2013"	"Undetermined "	"4"	151	6570902	2.30	2.32	0.00%
	"Indiana"	"18"	"2014"	"2014"	"Unintentional"	"1"	2974	6596855	45.08	43.88	0.09%
	"Indiana"	"18"	"2014"	"2014"	"Suicide"	"2"	948	6596855	14.37	14.28	0.03%
	"Indiana"	"18"	"2014"	"2014"	"Homicide"	"3"	364	6596855	5.52	5.67	0.01%
	"Indiana"	"18"	"2014"	"2014"	"Undetermined "	"4"	167	6596855	2.53	2.63	0.00%
	"Indiana"	"18"	"2015"	"2015"	"Unintentional"	"1"	3258	6619680	49.22	47.69	0.09%
	"Indiana"	"18"	"2015"	"2015"	"Suicide"	"2"	960	6619680	14.50	14.40	0.03%
	"Indiana"	"18"	"2015"	"2015"	"Homicide"	"3"	389	6619680	5.88	6.02	0.01%
	"Indiana"	"18"	"2015"	"2015"	"Undetermined "	"4"	134	6619680	2.02	2.05	0.00%
	"Indiana"	"18"	"2016"	"2016"	"Unintentional"	"1"	3496	6633053	52.71	51.61	0.10%
	"Indiana"	"18"	"2016"	"2016"	"Suicide"	"2"	1034	6633053	15.59	15.38	0.03%
	"Indiana"	"18"	"2016"	"2016"	"Homicide"	"3"	480	6633053	7.24	7.59	0.01%
	"Indiana"	"18"	"2016"	"2016"	"Undetermined "	"4"	160	6633053	2.41	2.45	0.00%
	"Indiana"	"18"	"2017"	"2017"	"Unintentional"	"1"	3978	6666818	59.67	58.74	0.11%
	"Indiana"	"18"	"2017"	"2017"	"Suicide"	"2"	1092	6666818	16.38	16.33	0.03%
	"Indiana"	"18"	"2017"	"2017"	"Homicide"	"3"	456	6666818	6.84	7.16	0.01%
	"Indiana"	"18"	"2017"	"2017"	"Undetermined "	"4"	169	6666818	2.53	2.61	0.00%
	"Iowa"	"19"	"1999"	"1999"	"Unintentional"	"1"	1123	2917634	38.49	35.24	0.03%
	"Iowa"	"19"	"1999"	"1999"	"Suicide"	"2"	305	2917634	10.45	10.30	0.01%
	"Iowa"	"19"	"1999"	"1999"	"Homicide"	"3"	53	2917634	1.82	1.84	0.00%
	"Iowa"	"19"	"1999"	"1999"	"Undetermined "	"4"	16	2917634	Unreliable	Unreliable	0.00%
	"Iowa"	"19"	"2000"	"2000"	"Unintentional"	"1"	1070	2926324	36.56	33.43	0.03%
	"Iowa"	"19"	"2000"	"2000"	"Suicide"	"2"	289	2926324	9.88	9.82	0.01%
	"Iowa"	"19"	"2000"	"2000"	"Homicide"	"3"	58	2926324	1.98	2.03	0.00%
	"Iowa"	"19"	"2000"	"2000"	"Undetermined "	"4"	24	2926324	0.82	0.78	0.00%
	"Iowa"	"19"	"2001"	"2001"	"Unintentional"	"1"	1051	2931997	35.85	32.45	0.03%
	"Iowa"	"19"	"2001"	"2001"	"Suicide"	"2"	304	2931997	10.37	10.22	0.01%
	"Iowa"	"19"	"2001"	"2001"	"Homicide"	"3"	61	2931997	2.08	2.08	0.00%
	"Iowa"	"19"	"2001"	"2001"	"Undetermined "	"4"	27	2931997	0.92	0.90	0.00%
	"Iowa"	"19"	"2002"	"2002"	"Unintentional"	"1"	1093	2934234	37.25	33.58	0.03%
	"Iowa"	"19"	"2002"	"2002"	"Suicide"	"2"	314	2934234	10.70	10.66	0.01%
	"Iowa"	"19"	"2002"	"2002"	"Homicide"	"3"	56	2934234	1.91	1.96	0.00%
	"Iowa"	"19"	"2002"	"2002"	"Undetermined "	"4"	13	2934234	Unreliable	Unreliable	0.00%
	"Iowa"	"19"	"2003"	"2003"	"Unintentional"	"1"	1164	2941999	39.56	35.37	0.03%
	"Iowa"	"19"	"2003"	"2003"	"Suicide"	"2"	352	2941999	11.96	11.87	0.01%
	"Iowa"	"19"	"2003"	"2003"	"Homicide"	"3"	50	2941999	1.70	1.79	0.00%
	"Iowa"	"19"	"2003"	"2003"	"Undetermined "	"4"	20	2941999	0.68	0.71	0.00%
	"Iowa"	"19"	"2004"	"2004"	"Unintentional"	"1"	1108	2953635	37.51	33.42	0.03%
	"Iowa"	"19"	"2004"	"2004"	"Suicide"	"2"	343	2953635	11.61	11.54	0.01%
	"Iowa"	"19"	"2004"	"2004"	"Homicide"	"3"	57	2953635	1.93	1.98	0.00%
	"Iowa"	"19"	"2004"	"2004"	"Undetermined "	"4"	29	2953635	0.98	0.95	0.00%
	"Iowa"	"19"	"2005"	"2005"	"Unintentional"	"1"	1202	2964454	40.55	36.70	0.03%
	"Iowa"	"19"	"2005"	"2005"	"Suicide"	"2"	333	2964454	11.23	11.18	0.01%
	"Iowa"	"19"	"2005"	"2005"	"Homicide"	"3"	44	2964454	1.48	1.57	0.00%
	"Iowa"	"19"	"2005"	"2005"	"Undetermined "	"4"	28	2964454	0.94	0.89	0.00%
	"Iowa"	"19"	"2006"	"2006"	"Unintentional"	"1"	1188	2982644	39.83	35.68	0.03%
	"Iowa"	"19"	"2006"	"2006"	"Suicide"	"2"	334	2982644	11.20	11.16	0.01%
	"Iowa"	"19"	"2006"	"2006"	"Homicide"	"3"	73	2982644	2.45	2.51	0.00%
	"Iowa"	"19"	"2006"	"2006"	"Undetermined "	"4"	35	2982644	1.17	1.23	0.00%
	"Iowa"	"19"	"2007"	"2007"	"Unintentional"	"1"	1252	2999212	41.74	37.46	0.04%
	"Iowa"	"19"	"2007"	"2007"	"Suicide"	"2"	322	2999212	10.74	10.66	0.01%
	"Iowa"	"19"	"2007"	"2007"	"Homicide"	"3"	51	2999212	1.70	1.78	0.00%
	"Iowa"	"19"	"2007"	"2007"	"Undetermined "	"4"	32	2999212	1.07	1.09	0.00%
	"Iowa"	"19"	"2008"	"2008"	"Unintentional"	"1"	1266	3016734	41.97	37.81	0.04%
	"Iowa"	"19"	"2008"	"2008"	"Suicide"	"2"	380	3016734	12.60	12.63	0.01%
	"Iowa"	"19"	"2008"	"2008"	"Homicide"	"3"	81	3016734	2.69	2.83	0.00%
	"Iowa"	"19"	"2008"	"2008"	"Undetermined "	"4"	43	3016734	1.43	1.55	0.00%
	"Iowa"	"19"	"2009"	"2009"	"Unintentional"	"1"	1255	3032870	41.38	37.00	0.04%
	"Iowa"	"19"	"2009"	"2009"	"Suicide"	"2"	361	3032870	11.90	11.87	0.01%
	"Iowa"	"19"	"2009"	"2009"	"Homicide"	"3"	43	3032870	1.42	1.49	0.00%
	"Iowa"	"19"	"2009"	"2009"	"Undetermined "	"4"	40	3032870	1.32	1.37	0.00%
	"Iowa"	"19"	"2010"	"2010"	"Unintentional"	"1"	1273	3046355	41.79	37.23	0.04%
	"Iowa"	"19"	"2010"	"2010"	"Suicide"	"2"	372	3046355	12.21	12.09	0.01%
	"Iowa"	"19"	"2010"	"2010"	"Homicide"	"3"	55	3046355	1.81	1.88	0.00%
	"Iowa"	"19"	"2010"	"2010"	"Undetermined "	"4"	31	3046355	1.02	1.04	0.00%
	"Iowa"	"19"	"2011"	"2011"	"Unintentional"	"1"	1369	3062309	44.70	39.57	0.04%
	"Iowa"	"19"	"2011"	"2011"	"Suicide"	"2"	422	3062309	13.78	13.91	0.01%
	"Iowa"	"19"	"2011"	"2011"	"Homicide"	"3"	54	3062309	1.76	1.86	0.00%
	"Iowa"	"19"	"2011"	"2011"	"Undetermined "	"4"	41	3062309	1.34	1.38	0.00%
	"Iowa"	"19"	"2012"	"2012"	"Unintentional"	"1"	1369	3074186	44.53	39.69	0.04%
	"Iowa"	"19"	"2012"	"2012"	"Suicide"	"2"	383	3074186	12.46	12.67	0.01%
	"Iowa"	"19"	"2012"	"2012"	"Homicide"	"3"	63	3074186	2.05	2.08	0.00%
	"Iowa"	"19"	"2012"	"2012"	"Undetermined "	"4"	34	3074186	1.11	1.19	0.00%
	"Iowa"	"19"	"2013"	"2013"	"Unintentional"	"1"	1422	3090416	46.01	39.97	0.04%
	"Iowa"	"19"	"2013"	"2013"	"Suicide"	"2"	447	3090416	14.46	14.41	0.01%
	"Iowa"	"19"	"2013"	"2013"	"Homicide"	"3"	60	3090416	1.94	2.13	0.00%
	"Iowa"	"19"	"2013"	"2013"	"Undetermined "	"4"	22	3090416	0.71	0.77	0.00%
	"Iowa"	"19"	"2014"	"2014"	"Unintentional"	"1"	1517	3107126	48.82	42.07	0.04%
	"Iowa"	"19"	"2014"	"2014"	"Suicide"	"2"	407	3107126	13.10	12.91	0.01%
	"Iowa"	"19"	"2014"	"2014"	"Homicide"	"3"	78	3107126	2.51	2.53	0.00%
	"Iowa"	"19"	"2014"	"2014"	"Undetermined "	"4"	37	3107126	1.19	1.13	0.00%
	"Iowa"	"19"	"2015"	"2015"	"Unintentional"	"1"	1537	3123899	49.20	42.11	0.04%
	"Iowa"	"19"	"2015"	"2015"	"Suicide"	"2"	433	3123899	13.86	13.89	0.01%
	"Iowa"	"19"	"2015"	"2015"	"Homicide"	"3"	73	3123899	2.34	2.48	0.00%
	"Iowa"	"19"	"2015"	"2015"	"Undetermined "	"4"	25	3123899	0.80	0.79	0.00%
	"Iowa"	"19"	"2016"	"2016"	"Unintentional"	"1"	1608	3134693	51.30	45.77	0.05%
	"Iowa"	"19"	"2016"	"2016"	"Suicide"	"2"	451	3134693	14.39	14.57	0.01%
	"Iowa"	"19"	"2016"	"2016"	"Homicide"	"3"	85	3134693	2.71	2.83	0.00%
	"Iowa"	"19"	"2016"	"2016"	"Undetermined "	"4"	47	3134693	1.50	1.51	0.00%
	"Iowa"	"19"	"2017"	"2017"	"Unintentional"	"1"	1536	3145711	48.83	42.75	0.04%
	"Iowa"	"19"	"2017"	"2017"	"Suicide"	"2"	479	3145711	15.23	15.04	0.01%
	"Iowa"	"19"	"2017"	"2017"	"Homicide"	"3"	104	3145711	3.31	3.44	0.00%
	"Iowa"	"19"	"2017"	"2017"	"Undetermined "	"4"	40	3145711	1.27	1.33	0.00%
	"Kansas"	"20"	"1999"	"1999"	"Unintentional"	"1"	1126	2678338	42.04	40.68	0.03%
	"Kansas"	"20"	"1999"	"1999"	"Suicide"	"2"	299	2678338	11.16	11.24	0.01%
	"Kansas"	"20"	"1999"	"1999"	"Homicide"	"3"	137	2678338	5.12	5.08	0.00%
	"Kansas"	"20"	"1999"	"1999"	"Undetermined "	"4"	16	2678338	Unreliable	Unreliable	0.00%
	"Kansas"	"20"	"2000"	"2000"	"Unintentional"	"1"	1054	2688418	39.21	38.04	0.03%
	"Kansas"	"20"	"2000"	"2000"	"Suicide"	"2"	325	2688418	12.09	12.21	0.01%
	"Kansas"	"20"	"2000"	"2000"	"Homicide"	"3"	141	2688418	5.24	5.25	0.00%
	"Kansas"	"20"	"2000"	"2000"	"Undetermined "	"4"	22	2688418	0.82	0.83	0.00%
	"Kansas"	"20"	"2001"	"2001"	"Unintentional"	"1"	1156	2702162	42.78	41.39	0.03%
	"Kansas"	"20"	"2001"	"2001"	"Suicide"	"2"	293	2702162	10.84	10.93	0.01%
	"Kansas"	"20"	"2001"	"2001"	"Homicide"	"3"	143	2702162	5.29	5.30	0.00%
	"Kansas"	"20"	"2001"	"2001"	"Undetermined "	"4"	19	2702162	Unreliable	Unreliable	0.00%
	"Kansas"	"20"	"2002"	"2002"	"Unintentional"	"1"	1139	2713535	41.97	40.79	0.03%
	"Kansas"	"20"	"2002"	"2002"	"Suicide"	"2"	345	2713535	12.71	12.69	0.01%
	"Kansas"	"20"	"2002"	"2002"	"Homicide"	"3"	129	2713535	4.75	4.75	0.00%
	"Kansas"	"20"	"2002"	"2002"	"Undetermined "	"4"	26	2713535	0.96	0.98	0.00%
	"Kansas"	"20"	"2003"	"2003"	"Unintentional"	"1"	1089	2723004	39.99	38.55	0.03%
	"Kansas"	"20"	"2003"	"2003"	"Suicide"	"2"	347	2723004	12.74	12.79	0.01%
	"Kansas"	"20"	"2003"	"2003"	"Homicide"	"3"	121	2723004	4.44	4.45	0.00%
	"Kansas"	"20"	"2003"	"2003"	"Undetermined "	"4"	20	2723004	0.73	0.75	0.00%
	"Kansas"	"20"	"2004"	"2004"	"Unintentional"	"1"	1144	2734373	41.84	40.57	0.03%
	"Kansas"	"20"	"2004"	"2004"	"Suicide"	"2"	370	2734373	13.53	13.65	0.01%
	"Kansas"	"20"	"2004"	"2004"	"Homicide"	"3"	117	2734373	4.28	4.32	0.00%
	"Kansas"	"20"	"2004"	"2004"	"Undetermined "	"4"	40	2734373	1.46	1.52	0.00%
	"Kansas"	"20"	"2005"	"2005"	"Unintentional"	"1"	1149	2745299	41.85	40.61	0.03%
	"Kansas"	"20"	"2005"	"2005"	"Suicide"	"2"	362	2745299	13.19	13.34	0.01%
	"Kansas"	"20"	"2005"	"2005"	"Homicide"	"3"	106	2745299	3.86	3.91	0.00%
	"Kansas"	"20"	"2005"	"2005"	"Undetermined "	"4"	32	2745299	1.17	1.21	0.00%
	"Kansas"	"20"	"2006"	"2006"	"Unintentional"	"1"	1198	2762931	43.36	41.72	0.03%
	"Kansas"	"20"	"2006"	"2006"	"Suicide"	"2"	379	2762931	13.72	13.88	0.01%
	"Kansas"	"20"	"2006"	"2006"	"Homicide"	"3"	114	2762931	4.13	4.17	0.00%
	"Kansas"	"20"	"2006"	"2006"	"Undetermined "	"4"	43	2762931	1.56	1.60	0.00%
	"Kansas"	"20"	"2007"	"2007"	"Unintentional"	"1"	1205	2783785	43.29	41.40	0.03%
	"Kansas"	"20"	"2007"	"2007"	"Suicide"	"2"	382	2783785	13.72	13.68	0.01%
	"Kansas"	"20"	"2007"	"2007"	"Homicide"	"3"	115	2783785	4.13	4.20	0.00%
	"Kansas"	"20"	"2007"	"2007"	"Undetermined "	"4"	59	2783785	2.12	2.12	0.00%
	"Kansas"	"20"	"2008"	"2008"	"Unintentional"	"1"	1174	2808076	41.81	40.01	0.03%
	"Kansas"	"20"	"2008"	"2008"	"Suicide"	"2"	337	2808076	12.00	12.09	0.01%
	"Kansas"	"20"	"2008"	"2008"	"Homicide"	"3"	112	2808076	3.99	3.95	0.00%
	"Kansas"	"20"	"2008"	"2008"	"Undetermined "	"4"	32	2808076	1.14	1.12	0.00%
	"Kansas"	"20"	"2009"	"2009"	"Unintentional"	"1"	1273	2832704	44.94	42.94	0.04%
	"Kansas"	"20"	"2009"	"2009"	"Suicide"	"2"	382	2832704	13.49	13.59	0.01%
	"Kansas"	"20"	"2009"	"2009"	"Homicide"	"3"	128	2832704	4.52	4.64	0.00%
	"Kansas"	"20"	"2009"	"2009"	"Undetermined "	"4"	41	2832704	1.45	1.43	0.00%
	"Kansas"	"20"	"2010"	"2010"	"Unintentional"	"1"	1317	2853118	46.16	43.98	0.04%
	"Kansas"	"20"	"2010"	"2010"	"Suicide"	"2"	401	2853118	14.05	13.95	0.01%
	"Kansas"	"20"	"2010"	"2010"	"Homicide"	"3"	105	2853118	3.68	3.78	0.00%
	"Kansas"	"20"	"2010"	"2010"	"Undetermined "	"4"	60	2853118	2.10	2.09	0.00%
	"Kansas"	"20"	"2011"	"2011"	"Unintentional"	"1"	1333	2871238	46.43	43.80	0.04%
	"Kansas"	"20"	"2011"	"2011"	"Suicide"	"2"	394	2871238	13.72	13.75	0.01%
	"Kansas"	"20"	"2011"	"2011"	"Homicide"	"3"	123	2871238	4.28	4.36	0.00%
	"Kansas"	"20"	"2011"	"2011"	"Undetermined "	"4"	59	2871238	2.05	2.10	0.00%
	"Kansas"	"20"	"2012"	"2012"	"Unintentional"	"1"	1319	2885905	45.70	43.58	0.04%
	"Kansas"	"20"	"2012"	"2012"	"Suicide"	"2"	502	2885905	17.39	17.44	0.01%
	"Kansas"	"20"	"2012"	"2012"	"Homicide"	"3"	103	2885905	3.57	3.84	0.00%
	"Kansas"	"20"	"2012"	"2012"	"Undetermined "	"4"	40	2885905	1.39	1.27	0.00%
	"Kansas"	"20"	"2013"	"2013"	"Unintentional"	"1"	1359	2893957	46.96	44.37	0.04%
	"Kansas"	"20"	"2013"	"2013"	"Suicide"	"2"	425	2893957	14.69	14.71	0.01%
	"Kansas"	"20"	"2013"	"2013"	"Homicide"	"3"	117	2893957	4.04	4.17	0.00%
	"Kansas"	"20"	"2013"	"2013"	"Undetermined "	"4"	49	2893957	1.69	1.71	0.00%
	"Kansas"	"20"	"2014"	"2014"	"Unintentional"	"1"	1377	2904021	47.42	44.10	0.04%
	"Kansas"	"20"	"2014"	"2014"	"Suicide"	"2"	455	2904021	15.67	15.74	0.01%
	"Kansas"	"20"	"2014"	"2014"	"Homicide"	"3"	104	2904021	3.58	3.65	0.00%
	"Kansas"	"20"	"2014"	"2014"	"Undetermined "	"4"	41	2904021	1.41	1.51	0.00%
	"Kansas"	"20"	"2015"	"2015"	"Unintentional"	"1"	1475	2911641	50.66	47.23	0.04%
	"Kansas"	"20"	"2015"	"2015"	"Suicide"	"2"	477	2911641	16.38	16.28	0.01%
	"Kansas"	"20"	"2015"	"2015"	"Homicide"	"3"	132	2911641	4.53	4.69	0.00%
	"Kansas"	"20"	"2015"	"2015"	"Undetermined "	"4"	31	2911641	1.06	1.06	0.00%
	"Kansas"	"20"	"2016"	"2016"	"Unintentional"	"1"	1444	2907289	49.67	45.75	0.04%
	"Kansas"	"20"	"2016"	"2016"	"Suicide"	"2"	514	2907289	17.68	17.93	0.01%
	"Kansas"	"20"	"2016"	"2016"	"Homicide"	"3"	147	2907289	5.06	5.31	0.00%
	"Kansas"	"20"	"2016"	"2016"	"Undetermined "	"4"	31	2907289	1.07	1.04	0.00%
	"Kansas"	"20"	"2017"	"2017"	"Unintentional"	"1"	1567	2913123	53.79	49.42	0.05%
	"Kansas"	"20"	"2017"	"2017"	"Suicide"	"2"	553	2913123	18.98	19.13	0.02%
	"Kansas"	"20"	"2017"	"2017"	"Homicide"	"3"	185	2913123	6.35	6.47	0.01%
	"Kansas"	"20"	"2017"	"2017"	"Undetermined "	"4"	34	2913123	1.17	1.13	0.00%
	"Kentucky"	"21"	"1999"	"1999"	"Unintentional"	"1"	1730	4018053	43.06	43.29	0.05%
	"Kentucky"	"21"	"1999"	"1999"	"Suicide"	"2"	470	4018053	11.70	11.62	0.01%
	"Kentucky"	"21"	"1999"	"1999"	"Homicide"	"3"	210	4018053	5.23	5.11	0.01%
	"Kentucky"	"21"	"1999"	"1999"	"Undetermined "	"4"	39	4018053	0.97	0.96	0.00%
	"Kentucky"	"21"	"2000"	"2000"	"Unintentional"	"1"	1838	4041769	45.48	45.65	0.05%
	"Kentucky"	"21"	"2000"	"2000"	"Suicide"	"2"	521	4041769	12.89	12.78	0.02%
	"Kentucky"	"21"	"2000"	"2000"	"Homicide"	"3"	204	4041769	5.05	5.02	0.01%
	"Kentucky"	"21"	"2000"	"2000"	"Undetermined "	"4"	25	4041769	0.62	0.61	0.00%
	"Kentucky"	"21"	"2001"	"2001"	"Unintentional"	"1"	1990	4068132	48.92	49.05	0.06%
	"Kentucky"	"21"	"2001"	"2001"	"Suicide"	"2"	495	4068132	12.17	12.05	0.01%
	"Kentucky"	"21"	"2001"	"2001"	"Homicide"	"3"	221	4068132	5.43	5.38	0.01%
	"Kentucky"	"21"	"2001"	"2001"	"Undetermined "	"4"	38	4068132	0.93	0.92	0.00%
	"Kentucky"	"21"	"2002"	"2002"	"Unintentional"	"1"	2090	4089875	51.10	51.26	0.06%
