agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,burglary_male_under_10,burglary_male_10_12,burglary_male_13_14,burglary_male_15,burglary_male_16,burglary_male_17,burglary_male_18,burglary_male_19,burglary_male_20,burglary_male_21,burglary_male_22,burglary_male_23,burglary_male_24,burglary_male_25_29,burglary_male_30_34,burglary_male_35_39,burglary_male_40_44,burglary_male_45_49,burglary_male_50_54,burglary_male_55_59,burglary_male_60_64,burglary_male_over_64,burglary_female_under_10,burglary_female_10_12,burglary_female_13_14,burglary_female_15,burglary_female_16,burglary_female_17,burglary_female_18,burglary_female_19,burglary_female_20,burglary_female_21,burglary_female_22,burglary_female_23,burglary_female_24,burglary_female_25_29,burglary_female_30_34,burglary_female_35_39,burglary_female_40_44,burglary_female_45_49,burglary_female_50_54,burglary_female_55_59,burglary_female_60_64,burglary_female_over_64,burglary_adult_white,burglary_adult_black,burglary_adult_asian,burglary_adult_indian,burglary_juv_white,burglary_juv_black,burglary_juv_asian,burglary_juv_indian
High Point,1987,North Carolina,NC,67416,NC04103,NC0410300,37,081,37081,273,204,69,260,13,193,66,11,66,1,5,9,8,12,32,26,16,10,12,10,12,15,40,28,7,9,2,2,4,0,0,0,0,1,0,0,1,5,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,113,87,0,4,39,26,0,4
Halifax,1987,North Carolina,NC,32906,NC04200,NC0420000,37,083,37083,75,65,10,72,3,62,10,3,10,0,0,0,0,3,7,4,6,9,5,3,5,5,12,3,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,16,47,0,2,4,6,0,0
Enfield,1987,North Carolina,NC,2806,NC04201,NC0420100,37,083,37083,11,10,1,11,0,10,1,0,1,0,0,0,1,0,0,0,1,1,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0
Roanoke Rapids,1987,North Carolina,NC,15295,NC04202,NC0420200,37,083,37083,45,43,2,44,1,42,2,1,2,0,0,0,2,0,0,13,3,5,0,3,2,1,9,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,19,0,0,0,2,0,0
Scotland Neck,1987,North Carolina,NC,2978,NC04203,NC0420300,37,083,37083,18,6,12,18,0,6,9,0,9,3,3,3,2,1,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0
Weldon,1987,North Carolina,NC,1641,NC04207,NC0420700,37,083,37083,17,17,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0
Harnett,1987,North Carolina,NC,47563,NC04300,NC0430000,37,085,37085,77,69,8,70,7,62,8,7,8,0,0,0,0,0,8,8,2,2,12,1,4,2,13,10,5,2,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,28,39,0,2,8,0,0,0
Dunn,1987,North Carolina,NC,9237,NC04301,NC0430100,37,085,37085,25,21,4,25,0,21,4,0,4,0,0,0,0,1,3,4,4,2,0,0,2,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,1,1,0,4,0,0
Angier,1987,North Carolina,NC,2026,NC04302,NC0430200,37,085,37085,6,5,1,6,0,5,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0
Coats,1987,North Carolina,NC,1459,NC04303,NC0430300,37,085,37085,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lillington,1987,North Carolina,NC,2016,NC04304,NC0430400,37,085,37085,13,4,9,12,1,3,9,1,9,0,0,0,5,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,1,0,0
Erwin,1987,North Carolina,NC,2927,NC04305,NC0430500,37,085,37085,3,0,3,3,0,0,3,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Haywood,1987,North Carolina,NC,33950,NC04400,NC0440000,37,087,37087,41,32,9,35,6,27,8,5,8,0,0,0,0,0,8,7,1,3,0,1,1,1,8,2,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,31,1,0,0,8,1,0,0
Canton,1987,North Carolina,NC,4548,NC04401,NC0440100,37,087,37087,9,7,2,9,0,7,2,0,2,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0
Waynesville,1987,North Carolina,NC,7566,NC04402,NC0440200,37,087,37087,8,8,0,8,0,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0
Hazelwood,1987,North Carolina,NC,1864,NC04404,NC0440400,37,087,37087,2,1,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Henderson,1987,North Carolina,NC,58817,NC04500,NC0450000,37,089,37089,49,43,6,42,7,37,5,6,5,0,0,0,0,1,4,5,6,6,0,3,3,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,43,0,0,0,6,0,0,0
Hendersonville,1987,North Carolina,NC,8285,NC04501,NC0450100,37,089,37089,29,26,3,26,3,23,3,3,3,0,0,0,0,2,1,3,3,3,3,0,2,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,18,8,0,0,3,0,0,0
Laurel Park,1987,North Carolina,NC,1063,NC04502,NC0450200,37,089,37089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hertford,1987,North Carolina,NC,16419,NC04600,NC0460000,37,091,37091,18,18,0,17,1,17,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,2,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0
Ahoskie,1987,North Carolina,NC,4973,NC04601,NC0460100,37,091,37091,16,13,3,15,1,12,3,1,3,0,0,0,0,1,2,2,0,3,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,3,0,0
Murfreesboro,1987,North Carolina,NC,3018,NC04602,NC0460200,37,091,37091,7,5,2,7,0,5,2,0,2,0,0,0,0,0,2,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0
Hoke,1987,North Carolina,NC,19022,NC04700,NC0470000,37,093,37093,70,49,21,67,3,48,18,1,18,1,0,6,2,6,4,6,4,5,6,3,1,2,12,4,1,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,24,0,17,5,8,0,8
Raeford,1987,North Carolina,NC,4578,NC04701,NC0470100,37,093,37093,8,5,3,8,0,5,3,0,3,0,0,2,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,2
Hyde,1987,North Carolina,NC,5976,NC04800,NC0480000,37,095,37095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iredell,1987,North Carolina,NC,59141,NC04900,NC0490000,37,097,37097,104,84,20,94,10,77,17,7,17,0,0,0,0,7,10,9,5,5,6,7,2,4,18,7,8,4,1,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,1,1,1,2,0,0,0,0,0,0,65,17,1,1,18,2,0,0
Mooresville,1987,North Carolina,NC,9328,NC04901,NC0490100,37,097,37097,25,19,6,24,1,18,6,1,6,0,0,2,0,2,2,0,0,0,2,4,1,0,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,14,0,0,2,4,0,0
Statesville,1987,North Carolina,NC,19548,NC04902,NC0490200,37,097,37097,80,67,13,78,2,66,10,1,10,2,1,1,2,4,2,1,4,9,6,1,5,8,19,6,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,51,0,0,11,2,0,0
Troutman,1987,North Carolina,NC,1722,NC04904,NC0490400,37,097,37097,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jackson,1987,North Carolina,NC,25281,NC05000,NC0500000,37,099,37099,20,14,6,19,1,13,6,1,6,0,0,0,0,6,0,2,0,2,0,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,6,0,0,0
Sylva,1987,North Carolina,NC,1864,NC05001,NC0500100,37,099,37099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Carolina Univ,1987,North Carolina,NC,0,NC05002,NC0500200,37,099,37099,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Johnston,1987,North Carolina,NC,51464,NC05100,NC0510000,37,101,37101,52,41,11,51,1,40,11,1,11,0,0,0,0,7,4,8,4,2,3,1,2,1,9,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,16,0,0,8,3,0,0
Smithfield,1987,North Carolina,NC,7809,NC05101,NC0510100,37,101,37101,27,19,8,25,2,17,8,2,8,0,0,1,0,5,2,4,1,0,2,0,3,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,16,0,0,3,5,0,0
Benson,1987,North Carolina,NC,3028,NC05102,NC0510200,37,101,37101,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0
Clayton,1987,North Carolina,NC,6472,NC05103,NC0510300,37,101,37101,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Kenly,1987,North Carolina,NC,1681,NC05105,NC0510500,37,101,37101,13,10,3,12,1,10,2,0,2,0,0,2,0,0,0,2,2,0,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0
Pine Level,1987,North Carolina,NC,810,NC05106,NC0510600,37,101,37101,5,2,3,4,1,2,2,0,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0
Selma,1987,North Carolina,NC,5135,NC05108,NC0510800,37,101,37101,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jones,1987,North Carolina,NC,9825,NC05200,NC0520000,37,103,37103,7,7,0,5,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0
Lee,1987,North Carolina,NC,22607,NC05300,NC0530000,37,105,37105,19,18,1,10,9,9,1,9,1,0,0,0,0,1,0,1,1,0,0,0,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,12,6,0,0,0,1,0,0
Sanford,1987,North Carolina,NC,18201,NC05301,NC0530100,37,105,37105,104,74,30,96,8,66,30,8,30,0,0,1,3,11,15,19,9,1,0,0,5,1,22,4,2,1,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,44,30,0,0,14,16,0,0
Broadway,1987,North Carolina,NC,1124,NC05302,NC0530200,37,105,37105,7,1,6,7,0,1,4,0,4,2,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0
Lenoir,1987,North Carolina,NC,31015,NC05400,NC0540000,37,107,37107,35,31,4,34,1,30,4,1,4,0,0,0,0,1,3,4,1,2,2,2,1,1,7,4,2,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,0,0,3,1,0,0
Kinston,1987,North Carolina,NC,25372,NC05401,NC0540100,37,107,37107,72,51,21,68,4,49,19,2,19,0,0,1,2,7,9,4,0,9,6,1,3,3,10,6,6,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,43,0,0,5,16,0,0
La Grange,1987,North Carolina,NC,3494,NC05402,NC0540200,37,107,37107,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Pink Hill,1987,North Carolina,NC,577,NC05403,NC0540300,37,107,37107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln,1987,North Carolina,NC,42054,NC05500,NC0550000,37,109,37109,29,23,6,27,2,21,6,2,6,0,0,0,0,1,5,1,4,1,0,0,1,1,6,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,23,0,0,0,5,1,0,0
Lincolnton,1987,North Carolina,NC,4639,NC05501,NC0550100,37,109,37109,32,28,4,32,0,28,4,0,4,0,0,0,0,0,4,4,1,4,1,3,0,0,7,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,0,0,1,3,0,0
Mcdowell,1987,North Carolina,NC,32169,NC05600,NC0560000,37,111,37111,33,25,8,28,5,21,7,4,7,0,0,0,0,3,4,2,3,2,1,0,1,2,3,3,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,24,1,0,0,8,0,0,0
Marion,1987,North Carolina,NC,3818,NC05601,NC0560100,37,111,37111,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Old Fort,1987,North Carolina,NC,780,NC05602,NC0560200,37,111,37111,6,4,2,6,0,4,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0
Macon,1987,North Carolina,NC,19660,NC05700,NC0570000,37,113,37113,10,7,3,7,3,5,2,2,2,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,2,0,0,2,1,0,0
Franklin,1987,North Carolina,NC,2897,NC05701,NC0570100,37,113,37113,3,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Highlands,1987,North Carolina,NC,739,NC05702,NC0570200,37,113,37113,5,2,3,5,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0
Mars Hill,1987,North Carolina,NC,2157,NC05803,NC0580300,37,115,37115,3,0,3,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Martin,1987,North Carolina,NC,18434,NC05900,NC0590000,37,117,37117,16,8,8,16,0,8,8,0,8,0,0,0,0,7,1,0,0,0,0,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8,0,0
Williamston,1987,North Carolina,NC,6452,NC05901,NC0590100,37,117,37117,31,30,1,25,6,24,1,6,1,0,0,0,0,1,0,0,4,1,1,0,4,2,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,1,0,0,10,20,0,0,0,1,0,0
Robersonville,1987,North Carolina,NC,1955,NC05906,NC0590600,37,117,37117,4,2,2,4,0,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
Charlotte,1987,North Carolina,NC,356596,NC06001,NC0600100,37,119,37119,874,574,300,793,81,524,242,50,242,27,29,57,42,62,52,38,35,28,27,28,35,33,124,91,49,22,8,4,2,0,0,6,3,10,7,5,0,2,0,1,2,0,6,2,12,10,6,6,2,1,0,0,0,166,408,0,0,132,168,0,0
Mecklenburg,1987,North Carolina,NC,83795,NC06002,NC0600200,37,119,37119,95,57,38,83,12,51,32,6,32,0,1,6,12,6,7,9,6,6,2,3,1,1,9,8,3,0,1,0,2,0,0,0,1,3,2,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,36,21,0,0,29,9,0,0
Pineville,1987,North Carolina,NC,3201,NC06003,NC0600300,37,119,37119,9,5,4,7,2,4,3,1,3,0,0,0,2,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,3,1,0,0
Davidson,1987,North Carolina,NC,3342,NC06005,NC0600500,37,119,37119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthews,1987,North Carolina,NC,6148,NC06007,NC0600700,37,119,37119,10,4,6,10,0,4,6,0,6,0,0,0,0,0,6,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,5,1,0,0
Univ N C - Charlotte,1987,North Carolina,NC,0,NC06008,NC0600800,37,119,37119,7,6,1,7,0,6,1,0,1,0,0,0,0,1,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0
Spruce Pine,1987,North Carolina,NC,2461,NC06101,NC0610100,37,121,37121,3,2,1,3,0,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Montgomery,1987,North Carolina,NC,16733,NC06200,NC0620000,37,123,37123,24,22,2,23,1,22,1,0,1,0,0,0,0,1,0,1,2,2,4,0,1,1,4,3,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,1,1,0,0
Troy,1987,North Carolina,NC,2725,NC06201,NC0620100,37,123,37123,24,21,3,24,0,21,3,0,3,0,0,0,0,3,0,1,3,4,3,2,1,0,1,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,3,0,0
Biscoe,1987,North Carolina,NC,1590,NC06202,NC0620200,37,123,37123,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
Candor,1987,North Carolina,NC,952,NC06203,NC0620300,37,123,37123,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mount Gilead,1987,North Carolina,NC,1519,NC06204,NC0620400,37,123,37123,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Star,1987,North Carolina,NC,790,NC06205,NC0620500,37,123,37123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moore,1987,North Carolina,NC,36818,NC06300,NC0630000,37,125,37125,59,45,14,51,8,39,12,6,12,0,0,0,0,3,9,4,3,1,1,2,3,5,8,3,6,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,26,17,0,2,12,1,0,1
Aberdeen,1987,North Carolina,NC,2228,NC06301,NC0630100,37,125,37125,5,4,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0
Pinehurst,1987,North Carolina,NC,2613,NC06302,NC0630200,37,125,37125,7,5,2,7,0,5,2,0,2,0,0,0,0,1,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1
Robbins,1987,North Carolina,NC,1469,NC06303,NC0630300,37,125,37125,3,1,2,3,0,1,2,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Southern Pines,1987,North Carolina,NC,9055,NC06304,NC0630400,37,125,37125,15,13,2,14,1,12,2,1,2,0,0,0,0,1,1,0,0,1,1,0,2,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,8,0,0,1,1,0,0
Vass,1987,North Carolina,NC,962,NC06307,NC0630700,37,125,37125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nash,1987,North Carolina,NC,35370,NC06400,NC0640000,37,127,37127,76,57,19,73,3,54,19,3,19,0,0,5,1,8,5,3,9,8,2,3,6,3,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,39,0,0,16,3,0,0
Nashville,1987,North Carolina,NC,3413,NC06401,NC0640100,37,127,37127,6,4,2,6,0,4,2,0,2,0,0,0,0,0,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0
Spring Hope,1987,North Carolina,NC,1347,NC06402,NC0640200,37,127,37127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesex,1987,North Carolina,NC,800,NC06405,NC0640500,37,127,37127,3,2,1,3,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
New Hanover,1987,North Carolina,NC,53256,NC06500,NC0650000,37,129,37129,135,85,50,122,13,80,41,5,41,1,2,10,4,10,15,7,8,10,8,6,4,4,18,9,2,2,0,1,0,1,0,0,0,1,1,1,5,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,65,20,0,0,39,9,0,2
